Data,transitivity,grauMedio,average_path_length,modularity,global_average_link_distance,eccentricity,eigenvector,coreness,pagerank,links
1952-07-01,0.5654341075251532,22.15592243186583,45.44194649596276,0.8534954391450496,7.215380874885924e-05,36.766247379454924,0.00646046982324299,13.55607966457023,0.0001310272536687631,84547
1952-08-01,0.5650696977435566,22.30817610062893,51.605592101015745,0.8537026642162228,7.274571025545828e-05,37.060796645702304,0.0063324574648908625,13.740828092243186,0.0001310272536687631,85128
1952-09-01,0.5646673734372301,22.39963312368973,50.86273848642866,0.8459350553090369,7.31221932162785e-05,34.50026205450734,0.018527109442313776,13.78590146750524,0.0001310272536687631,85477
1952-10-01,0.5640054322171768,22.32730607966457,45.61482681806281,0.8499478161082153,7.265808473767831e-05,37.24344863731656,0.016563107391875064,13.68317610062893,0.0001310272536687631,85201
1952-11-01,0.5630981282200657,22.22353249475891,41.63094984954616,0.8459471450822535,7.187720982551394e-05,37.695361635220124,0.016619294886201477,13.608752620545074,0.00013102725366876308,84805
1952-12-01,0.56074144106955,22.03301886792453,48.13997914003539,0.849181224110077,7.043515936574665e-05,39.72405660377358,0.016341929163328946,13.47444968553459,0.00013102725366876314,84078
1953-01-01,0.5596886422739094,21.84931865828092,38.166405951449825,0.8465371803881604,6.939674804461407e-05,38.093815513626836,0.013931506852932984,13.370020964360586,0.0001310272536687631,83377
1953-02-01,0.5599402187564473,22.2437106918239,36.65580766497243,0.8478269473246953,7.205842990017627e-05,34.889544025157235,0.013856959291187703,13.520309224318659,0.00013102725366876308,84882
1953-03-01,0.5617681482218913,22.75655136268344,25.141828803234738,0.8481834413612506,7.763676909864442e-05,30.240959119496857,0.01505447525749126,13.80306603773585,0.0001310272536687631,86839
1953-04-01,0.5634407335992582,23.18658280922432,32.50611396414328,0.8455015336881038,8.446295429384729e-05,30.32625786163522,0.012468227292679658,14.098794549266247,0.0001310272536687631,88480
1953-05-01,0.5687155953849262,23.88862683438155,23.233172467374196,0.8480927856340552,9.63305142328208e-05,28.38744758909853,0.009172714723260417,14.538390985324948,0.0001310272536687631,91159
1953-06-01,0.5830532786160088,24.540618448637318,17.88409800639398,0.8488680099044222,0.00011471801240298818,28.51808176100629,0.012112550604092862,14.95230607966457,0.0001310272536687631,93647
1953-07-01,0.6020228335814519,24.980345911949687,19.739169398132464,0.8509805105437664,0.00012911181814113034,28.099187631027252,0.014102623326719061,15.34643605870021,0.0001310272536687631,95325
